[PX]; 17099.4

[1M_50]; 0.70822866498

[1M_75]; 0.463243959108

[1M_90]; 0.29886

[1M_100]; 0.24251

[1M_110]; 0.23143

[1M_125]; 0.269946440984

[1M_150]; 0.343276780456

[2M_50]; 0.555583433158

[2M_75]; 0.38759631087

[2M_90]; 0.28236

[2M_100]; 0.24609

[2M_110]; 0.23541

[2M_125]; 0.252450079125

[2M_150]; 0.296837421327

[3M_50]; 0.478892684429

[3M_75]; 0.345249908327

[3M_90]; 0.26579

[3M_100]; 0.24014

[3M_110]; 0.23303

[3M_125]; 0.243824749462

[3M_150]; 0.274906490829

[6M_50]; 0.387769409959

[6M_75]; 0.295358462381

[6M_90]; 0.24435

[6M_100]; 0.2295

[6M_110]; 0.22694

[6M_125]; 0.233990211761

[6M_150]; 0.25208791165

[9M_50]; 0.344837331361

[9M_75]; 0.272853804903

[9M_90]; 0.23475

[9M_100]; 0.22458

[9M_110]; 0.22414

[9M_125]; 0.230406411803

[9M_150]; 0.243768003643

[12M_50]; 0.31680450565

[12M_75]; 0.258151581053

[12M_90]; 0.22811

[12M_100]; 0.22092

[12M_110]; 0.22195

[12M_125]; 0.228623778728

[12M_150]; 0.240846306179

[18M_50]; 0.289349956742

[18M_75]; 0.243267386772

[18M_90]; 0.220418309811

[18M_100]; 0.21545510298

[18M_110]; 0.21715015596

[18M_125]; 0.224007289465

[18M_150]; 0.23587786967

[24M_50]; 0.274595245407

[24M_75]; 0.235472743221

[24M_90]; 0.21647

[24M_100]; 0.21267

[24M_110]; 0.21471

[24M_125]; 0.221662993077

[24M_150]; 0.233353985396
